"","CAG","Kingdom","Phylum","Class","Order","Family","Genus","Specie"
"165","GCA_900108895|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_clostridioforme"
"166","GCA_003024655|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_lavalense"
"167","GCA_002160535|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_saccharolyticum"
"168","GCA_000189595|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Clostridium_symbiosum"
"169","GCA_002160765|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnoclostridium|s","Lachnoclostridium_sp_An138"
"170","GCA_001405835|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnospira|s","Lachnospira_pectinoschiza"
"171","GCA_003438715|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Lachnospiraceae_unclassified|s","Eubacterium_rectale"
"172","GCA_001406815|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_faecis"
"173","GCA_000225345|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_hominis"
"174","GCA_001406435|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_intestinalis"
"175","GCA_001405535|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_inulinivorans"
"176","GCA_000438375|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_sp_CAG_182"
"177","GCA_000437755|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_sp_CAG_303"
"178","GCA_000434115|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_sp_CAG_309"
"179","GCA_000437095|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Roseburia|s","Roseburia_sp_CAG_471"
"180","GCA_003435175|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Lachnospiraceae|g","Sellimonas|s","Sellimonas_intestinalis"
"181","GCA_001916835|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Oscillospiraceae|g","Oscillibacter|s","Oscillibacter_sp_57_20"
"182","GCA_000435975|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Oscillospiraceae|g","Oscillibacter|s","Oscillibacter_sp_CAG_241"
"183","GCA_001406775|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Peptostreptococcaceae|g","Intestinibacter|s","Intestinibacter_bartlettii"
"184","GCA_900015215|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Peptostreptococcaceae|g","Romboutsia|s","Romboutsia_ilealis"
"185","GCA_003096535|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Agathobaculum|s","Agathobaculum_butyriciproducens"
"186","GCA_002159845|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Anaeromassilibacillus|s","Anaeromassilibacillus_sp_An250"
"187","GCA_000154565|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Anaerotruncus|s","Anaerotruncus_colihominis"
"188","GCA_000433975|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Anaerotruncus|s","Anaerotruncus_sp_CAG_528"
"189","GCA_003287415|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Faecalibacterium|s","Faecalibacterium_prausnitzii"
"190","GCA_001688625|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Flavonifractor|s","Flavonifractor_plautii"
"191","GCA_900167555|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Gemmiger|s","Gemmiger_formicilis"
"192","GCA_003433795|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Harryflintia|s","Harryflintia_acetispora"
"193","GCA_000169255|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Pseudoflavonifractor|s","Pseudoflavonifractor_capillosus"
"194","GCA_002160305|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Pseudoflavonifractor|s","Pseudoflavonifractor_sp_An184"
"195","GCA_000154345|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcaceae_unclassified|s","Clostridium_leptum"
"196","GCA_000154325|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcaceae_unclassified|s","Eubacterium_siraeum"
"197","GCA_000177015|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcaceae_unclassified|s","Ruminococcaceae_bacterium_D16"
"198","GCA_900113995|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcaceae_unclassified|s","Ruminococcaceae_bacterium_D5"
"199","GCA_000723465|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_bicirculans"
"200","GCA_900291485|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_bromii"
"201","GCA_000468015|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_callidus"
"202",NA,NA,NA,NA,NA,NA,NA,NA
"203","GCA_003436725|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_lactaris"
"204","GCA_000436995|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_obeum_CAG_39"
"205","GCA_000437175|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_sp_CAG_330"
"206","GCA_000434055|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_sp_CAG_488"
"207","GCA_000438435|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruminococcus|s","Ruminococcus_sp_CAG_624"
"208","GCA_001481375|k","Bacteria|p","Firmicutes|c","Clostridia|o","Clostridiales|f","Ruminococcaceae|g","Ruthenibacterium|s","Ruthenibacterium_lactatiformans"
"209","GCA_000173795|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Catenibacterium|s","Catenibacterium_mitsuokai"
"210","GCA_003202105|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Dielma|s","Dielma_fastidiosa"
"211","GCA_003149285|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Erysipelatoclostridium|s","Clostridium_innocuum"
"212","GCA_002160695|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Erysipelatoclostridium|s","Clostridium_spiroforme"
"213","GCA_003434415|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Erysipelatoclostridium|s","Erysipelatoclostridium_ramosum"
"214","GCA_900459315|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Faecalicoccus|s","Faecalicoccus_pleomorphus"
"215","GCA_000469305|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Faecalitalea|s","Faecalitalea_cylindroides"
"216","GCA_000156655|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Holdemanella|s","Holdemanella_biformis"
"217","GCA_000157995|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Holdemania|s","Holdemania_filiformis"
"218","GCA_002160865|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Massiliomicrobiota|s","Massiliomicrobiota_timonensis"
"219","GCA_001406535|k","Bacteria|p","Firmicutes|c","Erysipelotrichia|o","Erysipelotrichales|f","Erysipelotrichaceae|g","Turicibacter|s","Turicibacter_sanguinis"
"220","GCA_000434635|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_110"
"221","GCA_000435715|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_145"
"222","GCA_000436735|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_170"
"223","GCA_000435615|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_238"
"224","GCA_000431575|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_83"
"225","GCA_000435395|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_94"
"226","GCA_000438155|k","Bacteria|p","Firmicutes|c","Firmicutes_unclassified|o","Firmicutes_unclassified|f","Firmicutes_unclassified|g","Firmicutes_unclassified|s","Firmicutes_bacterium_CAG_95"
"227","GCA_900115425|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Acidaminococcus|s","Acidaminococcus_fermentans"
"228","GCA_000174215|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Acidaminococcus|s","Acidaminococcus_intestini"
"229","GCA_000437815|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Acidaminococcus|s","Acidaminococcus_sp_CAG_542"
"230","GCA_003269275|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Phascolarctobacterium|s","Phascolarctobacterium_faecium"
"231","GCA_000436095|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Phascolarctobacterium|s","Phascolarctobacterium_sp_CAG_266"
"232","GCA_001916865|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Acidaminococcales|f","Acidaminococcaceae|g","Phascolarctobacterium|s","Phascolarctobacterium_succinatutens"
"233","GCA_000245775|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Selenomonadales|f","Selenomonadaceae|g","Megamonas|s","Megamonas_funiformis"
"234","GCA_000431395|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Selenomonadales|f","Selenomonadaceae|g","Megamonas|s","Megamonas_funiformis_CAG_377"
"235","GCA_002159575|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Selenomonadales|f","Selenomonadaceae|g","Megamonas|s","Megamonas_hypermegale"
"236","GCA_001404615|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Selenomonadales|f","Selenomonadaceae|g","Mitsuokella|s","Mitsuokella_jalaludinii"
"237","GCA_000155955|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Selenomonadales|f","Selenomonadaceae|g","Mitsuokella|s","Mitsuokella_multacida"
"238","GCA_900103425|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Allisonella|s","Allisonella_histaminiformans"
"239","GCA_000160055|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Dialister|s","Dialister_invisus"
"240","GCA_000435155|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Dialister|s","Dialister_sp_CAG_357"
"241","GCA_000242435|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Dialister|s","Dialister_succinatiphilus"
"242","GCA_001304715|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Megasphaera|s","Megasphaera_elsdenii"
"243","GCA_001682955|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Megasphaera|s","Megasphaera_sp_DISK_18"
"244","GCA_001546845|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_atypica"
"245","GCA_000160015|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_dispar"
"246","GCA_002959895|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_infantium"
"247","GCA_900186885|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_parvula"
"248","GCA_002959775|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_rogosae"
"249","GCA_002959755|k","Bacteria|p","Firmicutes|c","Negativicutes|o","Veillonellales|f","Veillonellaceae|g","Veillonella|s","Veillonella_sp_T11011_6"
"250","GCA_003096415|k","Bacteria|p","Lentisphaerae|c","Lentisphaeria|o","Victivallales|f","Victivallaceae|g","Victivallis|s","Victivallis_vadensis"
"251","GCA_000741825|k","Bacteria|p","Proteobacteria|c","Betaproteobacteria|o","Burkholderiales|f","Comamonadaceae|g","Delftia|s","Delftia_acidovorans"
"252","GCA_000205025|k","Bacteria|p","Proteobacteria|c","Betaproteobacteria|o","Burkholderiales|f","Sutterellaceae|g","Parasutterella|s","Parasutterella_excrementihominis"
"253",NA,NA,NA,NA,NA,NA,NA,NA
"254","GCA_002221595|k","Bacteria|p","Proteobacteria|c","Betaproteobacteria|o","Burkholderiales|f","Sutterellaceae|g","Turicimonas|s","Turicimonas_muris"
"255","GCA_000185705|k","Bacteria|p","Proteobacteria|c","Deltaproteobacteria|o","Desulfovibrionales|f","Desulfovibrionaceae|g","Bilophila|s","Bilophila_wadsworthia"
"256","GCA_003538575|k","Bacteria|p","Proteobacteria|c","Deltaproteobacteria|o","Desulfovibrionales|f","Desulfovibrionaceae|g","Desulfovibrio|s","Desulfovibrio_piger"
"257","GCA_003150275|k","Bacteria|p","Proteobacteria|c","Deltaproteobacteria|o","Desulfovibrionales|f","Desulfovibrionaceae|g","Desulfovibrionaceae_unclassified|s","Desulfovibrionaceae_bacterium"
"258","GCA_000017585|k","Bacteria|p","Proteobacteria|c","Epsilonproteobacteria|o","Campylobacterales|f","Campylobacteraceae|g","Campylobacter|s","Campylobacter_hominis"
"259","GCA_001270765|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Aeromonadales|f","Aeromonadaceae|g","Aeromonas|s","Aeromonas_caviae"
"260","GCA_003243215|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Aeromonadales|f","Aeromonadaceae|g","Aeromonas|s","Aeromonas_media"
"261","GCA_001546325|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Citrobacter|s","Citrobacter_koseri"
"262","GCA_001487035|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Enterobacter|s","Enterobacter_cloacae_complex"
"263","GCA_003318755|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Escherichia|s","Escherichia_coli"
"264","GCA_900478285|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Klebsiella|s","Klebsiella_oxytoca"
"265","GCA_900513475|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Klebsiella|s","Klebsiella_pneumoniae"
"266","GCA_900452275|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Kluyvera|s","Kluyvera_cryocrescens"
"267","GCA_002635365|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Raoultella|s","Raoultella_ornithinolytica"
"268","GCA_900455785|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Enterobacteriaceae|g","Raoultella|s","Raoultella_planticola"
"269","GCA_002206365|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Hafniaceae|g","Hafnia|s","Hafnia_alvei"
"270","GCA_003542895|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Hafniaceae|g","Hafnia|s","Hafnia_paralvei"
"271","GCA_003524615|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Enterobacterales|f","Yersiniaceae|g","Serratia|s","Serratia_liquefaciens"
"272","GCA_001949895|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Pasteurellales|f","Pasteurellaceae|g","Haemophilus|s","Haemophilus_parainfluenzae"
"273","GCA_003253115|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Pasteurellales|f","Pasteurellaceae|g","Haemophilus|s","Haemophilus_paraphrohaemolyticus"
"274","GCA_900186995|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Pasteurellales|f","Pasteurellaceae|g","Haemophilus|s","Haemophilus_pittmaniae"
"275","GCA_001838635|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Pasteurellales|f","Pasteurellaceae|g","Haemophilus|s","Haemophilus_sp_HMSC71H05"
"276","GCA_003252715|k","Bacteria|p","Proteobacteria|c","Gammaproteobacteria|o","Pasteurellales|f","Pasteurellaceae|g","Haemophilus|s","Haemophilus_sputorum"
"277","GCA_000434815|k","Bacteria|p","Proteobacteria|c","Proteobacteria_unclassified|o","Proteobacteria_unclassified|f","Proteobacteria_unclassified|g","Proteobacteria_unclassified|s","Proteobacteria_bacterium_CAG_139"
"278","GCA_002885515|k","Bacteria|p","Verrucomicrobia|c","Verrucomicrobiae|o","Verrucomicrobiales|f","Akkermansiaceae|g","Akkermansia|s","Akkermansia_muciniphila"
"279","GCA_001651215|k","Eukaryota|p","Eukaryota_unclassified|c","Eukaryota_unclassified|o","Eukaryota_unclassified|f","Eukaryota_unclassified|g","Blastocystis|s","Blastocystis_sp_subtype_1"
